host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,bedrooms_na,bathrooms_na,beds_na,review_scores_rating_na,review_scores_accuracy_na,review_scores_cleanliness_na,review_scores_checkin_na,review_scores_communication_na,review_scores_location_na,review_scores_value_na,index
f,flexible,f,10.0,Nob Hill,37.79382,-122.42159,Serviced apartment,Private room,1.0,0.0,1.0,1.0,Real Bed,30.0,3.0,70.0,10.0,7.0,8.0,8.0,10.0,8.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
t,flexible,t,1.0,Mission,37.76697,-122.42404,Condominium,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,37.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
f,moderate,f,3.0,Haight Ashbury,37.77128,-122.44823,Condominium,Entire home/apt,8.0,2.5,4.0,5.0,Real Bed,30.0,96.0,92.0,10.0,9.0,10.0,10.0,9.0,9.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
t,strict_14_with_grace_period,f,1.0,Castro/Upper Market,37.76512,-122.4268,Condominium,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,30.0,163.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82
t,strict_14_with_grace_period,t,3.0,Ocean View,37.72059,-122.45216,Apartment,Entire home/apt,2.0,1.0,1.0,2.0,Real Bed,30.0,34.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83
t,moderate,f,1.0,Western Addition,37.78493,-122.44618,Condominium,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,30.0,14.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84
f,strict_14_with_grace_period,t,165.0,South of Market,37.77753,-122.4151,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,147.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85
t,strict_14_with_grace_period,f,1.0,Western Addition,37.77286,-122.42407,House,Entire home/apt,8.0,3.0,4.0,4.0,Real Bed,3.0,18.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86
t,moderate,f,852.0,Nob Hill,37.79477,-122.41303,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87
f,flexible,t,2.0,Potrero Hill,37.7523,-122.402,House,Entire home/apt,8.0,1.0,2.0,1.0,Real Bed,1.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,650.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88
t,moderate,f,2.0,Castro/Upper Market,37.76255,-122.44548,Townhouse,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,158.0,96.0,10.0,10.0,10.0,9.0,10.0,9.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89
t,moderate,f,1.0,Parkside,37.73439,-122.49353,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,2.0,100.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
t,moderate,f,2.0,Russian Hill,37.79911,-122.41153,House,Private room,2.0,1.0,1.0,2.0,Real Bed,2.0,18.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91
f,flexible,t,31.0,Russian Hill,37.80041,-122.41569,Serviced apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92
f,moderate,t,4.0,Western Addition,37.77782,-122.43038,Apartment,Private room,3.0,1.0,1.0,2.0,Real Bed,1.0,34.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93
f,flexible,f,1.0,Financial District,37.78424,-122.39925,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,180.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,94
t,flexible,f,1.0,Parkside,37.744,-122.50541,Guest suite,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,2.0,37.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95
t,moderate,f,2.0,Mission,37.75994,-122.42138,Loft,Private room,4.0,1.0,2.0,2.0,Real Bed,2.0,480.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96
f,flexible,f,2.0,Mission,37.75879,-122.42036,Guest suite,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97
f,strict_14_with_grace_period,f,1.0,Castro/Upper Market,37.76701,-122.43769,House,Entire home/apt,6.0,2.0,3.0,5.0,Real Bed,3.0,1.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98
f,moderate,f,2.0,Mission,37.75528,-122.41048,Condominium,Entire home/apt,6.0,1.0,2.0,4.0,Real Bed,4.0,6.0,90.0,8.0,8.0,9.0,10.0,9.0,8.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99
f,strict_14_with_grace_period,f,7.0,Castro/Upper Market,37.76479,-122.43145,Bungalow,Entire home/apt,2.0,1.0,1.0,2.0,Real Bed,30.0,17.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
t,moderate,f,852.0,South of Market,37.7809,-122.39815,Apartment,Entire home/apt,2.0,1.0,0.0,0.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
t,moderate,f,852.0,Downtown/Civic Center,37.78607,-122.42039,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,1.0,60.0,8.0,10.0,10.0,8.0,6.0,6.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102
f,strict_14_with_grace_period,f,1.0,Potrero Hill,37.7584,-122.39246,House,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,18.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103
t,moderate,t,1.0,Inner Sunset,37.7637,-122.45443,House,Private room,4.0,1.0,1.0,2.0,Real Bed,2.0,43.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104
t,flexible,f,2.0,Outer Richmond,37.77712,-122.47832,Bed and breakfast,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,109.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105
f,strict_14_with_grace_period,f,1.0,North Beach,37.80176,-122.40607,Apartment,Entire home/apt,3.0,1.0,1.0,3.0,Real Bed,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106
f,moderate,t,2.0,West of Twin Peaks,37.74266,-122.46854,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,82.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
f,flexible,f,3.0,Outer Richmond,37.77682,-122.48735,Apartment,Private room,4.0,2.0,2.0,2.0,Real Bed,3.0,2.0,90.0,7.0,8.0,9.0,9.0,9.0,7.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108
f,strict_14_with_grace_period,f,20.0,Chinatown,37.79466,-122.40523,House,Shared room,1.0,2.5,1.0,1.0,Real Bed,30.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109
f,strict_14_with_grace_period,f,1.0,Outer Sunset,37.75896,-122.48327,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110
t,moderate,f,3.0,Western Addition,37.7786,-122.44244,Condominium,Private room,3.0,1.0,2.0,3.0,Real Bed,3.0,2.0,100.0,9.0,10.0,10.0,10.0,10.0,8.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111
f,moderate,f,1.0,Mission,37.75491,-122.42246,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,3.0,103.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
f,moderate,f,10.0,Lakeshore,37.72863,-122.49153,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,65.0,92.0,9.0,10.0,10.0,9.0,9.0,9.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113
t,moderate,t,35.0,Haight Ashbury,37.76858,-122.4511,Hostel,Private room,2.0,5.0,1.0,1.0,Real Bed,1.0,25.0,90.0,9.0,8.0,10.0,10.0,10.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114
t,strict_14_with_grace_period,t,1.0,Mission,37.75228,-122.40742,Serviced apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115
f,moderate,f,1.0,West of Twin Peaks,37.72877,-122.46143,Apartment,Entire home/apt,4.0,1.0,1.0,3.0,Real Bed,3.0,87.0,89.0,9.0,8.0,10.0,9.0,9.0,9.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116
f,moderate,f,4.0,Western Addition,37.78277,-122.44313,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,30.0,89.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117
f,moderate,f,2.0,Mission,37.76721,-122.41712,Apartment,Private room,2.0,1.5,1.0,1.0,Real Bed,4.0,41.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118
f,strict_14_with_grace_period,f,1.0,Noe Valley,37.74244,-122.42427,House,Entire home/apt,5.0,2.0,3.0,3.0,Real Bed,2.0,16.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119
f,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,37.78416,-122.41577,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,86.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120
f,strict_14_with_grace_period,f,64.0,Chinatown,37.79172,-122.40813,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,30.0,1.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,121
t,moderate,t,1.0,Noe Valley,37.74264,-122.43178,House,Entire home/apt,8.0,2.0,4.0,5.0,Real Bed,5.0,16.0,96.0,9.0,9.0,10.0,10.0,10.0,10.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122
f,strict_14_with_grace_period,t,1.0,South of Market,37.77806,-122.39501,Loft,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,30.0,8.0,97.0,10.0,10.0,9.0,10.0,9.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123
t,strict_14_with_grace_period,f,12.0,Castro/Upper Market,37.75842,-122.44189,Apartment,Private room,1.0,4.0,1.0,1.0,Real Bed,30.0,23.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124
f,moderate,t,8.0,Downtown/Civic Center,37.78457,-122.41455,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,399.0,90.0,10.0,10.0,10.0,10.0,9.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125
f,moderate,f,2.0,Noe Valley,37.74937,-122.42509,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,Futon,2.0,20.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126
t,moderate,f,4.0,Outer Sunset,37.75881,-122.48963,House,Private room,2.0,1.5,1.0,1.0,Real Bed,1.0,33.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127
f,moderate,f,3.0,Mission,37.75337,-122.40615,Apartment,Entire home/apt,7.0,2.0,3.0,3.0,Real Bed,1.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,600.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,128
f,strict_14_with_grace_period,t,6.0,Western Addition,37.78075,-122.43943,House,Private room,4.0,1.0,1.0,3.0,Real Bed,1.0,46.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129
t,strict_14_with_grace_period,f,89.0,Downtown/Civic Center,37.78861,-122.41097,Hotel,Private room,4.0,1.0,0.0,2.0,Real Bed,1.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130
t,moderate,f,3.0,Noe Valley,37.75327,-122.43841,House,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,3.0,100.0,10.0,9.0,10.0,10.0,9.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131
f,strict_14_with_grace_period,f,87.0,Mission,37.7643,-122.417,Apartment,Entire home/apt,3.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,132
f,strict_14_with_grace_period,f,1.0,Bayview,37.71965,-122.39319,Apartment,Entire home/apt,4.0,2.0,3.0,3.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,8.0,8.0,10.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133
f,strict_14_with_grace_period,f,1.0,Nob Hill,37.79665,-122.41262,Apartment,Entire home/apt,3.0,2.0,2.0,2.0,Real Bed,180.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,205.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,134
f,strict_14_with_grace_period,f,3.0,Twin Peaks,37.7476,-122.4447,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,3.0,70.0,10.0,10.0,6.0,9.0,8.0,8.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135
f,strict_14_with_grace_period,f,67.0,Russian Hill,37.80519,-122.42037,Hotel,Private room,4.0,1.0,1.0,2.0,Real Bed,1.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,189.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136
t,moderate,t,1.0,West of Twin Peaks,37.74224,-122.45838,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,56.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137
t,strict_14_with_grace_period,f,1.0,Mission,37.7578,-122.40896,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,Real Bed,30.0,7.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138
f,strict_14_with_grace_period,f,1.0,Glen Park,37.73491,-122.42977,House,Entire home/apt,8.0,4.5,4.0,5.0,Real Bed,3.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139
f,flexible,f,1.0,Pacific Heights,37.79595,-122.42412,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,4.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140
f,moderate,t,3.0,Inner Richmond,37.78478,-122.46803,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,318.0,92.0,10.0,9.0,10.0,10.0,10.0,10.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141
f,strict_14_with_grace_period,f,2.0,Noe Valley,37.75075,-122.42638,Apartment,Entire home/apt,6.0,2.5,3.0,3.0,Real Bed,1.0,6.0,93.0,10.0,9.0,10.0,10.0,10.0,8.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142
t,moderate,f,1.0,Noe Valley,37.74334,-122.42932,Guesthouse,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,209.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143
t,moderate,f,13.0,Inner Sunset,37.75414,-122.47598,House,Entire home/apt,11.0,3.5,4.0,7.0,Real Bed,2.0,23.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144
f,strict_14_with_grace_period,t,2.0,Western Addition,37.78409,-122.4438,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,2.0,100.0,9.0,10.0,10.0,10.0,7.0,9.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145
t,strict_14_with_grace_period,f,3.0,Inner Sunset,37.76511,-122.45289,Condominium,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,33.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146
t,moderate,f,1.0,Excelsior,37.72398,-122.43078,House,Entire home/apt,7.0,1.5,3.0,5.0,Real Bed,5.0,18.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147
f,strict_14_with_grace_period,f,1.0,Mission,37.75906,-122.40906,Condominium,Entire home/apt,6.0,2.0,2.0,2.0,Real Bed,3.0,11.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148
t,strict_14_with_grace_period,f,1.0,Parkside,37.7381,-122.47176,Apartment,Entire home/apt,4.0,1.5,2.0,2.0,Real Bed,3.0,167.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149
t,strict_14_with_grace_period,f,1.0,Potrero Hill,37.75751,-122.39627,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,161.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150
f,strict_14_with_grace_period,f,1.0,Noe Valley,37.74969,-122.42716,House,Private room,2.0,1.0,2.0,1.0,Real Bed,2.0,4.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151
f,strict_14_with_grace_period,f,64.0,Russian Hill,37.80172,-122.42283,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,152
t,moderate,f,1.0,Bernal Heights,37.748,-122.413,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,22.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153
t,strict_14_with_grace_period,t,6.0,Mission,37.76202,-122.41876,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,30.0,116.0,94.0,9.0,9.0,10.0,9.0,9.0,9.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154
t,strict_14_with_grace_period,t,6.0,Presidio Heights,37.7833,-122.45765,Guest suite,Entire home/apt,3.0,1.0,2.0,2.0,Real Bed,3.0,45.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155
f,strict_14_with_grace_period,f,5.0,West of Twin Peaks,37.73446,-122.46455,House,Private room,2.0,3.0,1.0,1.0,Real Bed,2.0,135.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156
f,strict_14_with_grace_period,f,2.0,Noe Valley,37.75224,-122.42537,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,3.0,31.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157
t,strict_14_with_grace_period,f,1.0,Lakeshore,37.731,-122.47932,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,1.0,229.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158
f,strict_14_with_grace_period,t,3.0,North Beach,37.79968,-122.40343,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,42.0,90.0,9.0,10.0,10.0,10.0,10.0,9.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159
t,strict_14_with_grace_period,t,2.0,Potrero Hill,37.75512,-122.40041,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,245.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160
t,strict_14_with_grace_period,f,1.0,Haight Ashbury,37.77306,-122.45278,Apartment,Entire home/apt,6.0,2.0,3.0,3.0,Real Bed,4.0,54.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161
f,strict_14_with_grace_period,f,1.0,Bernal Heights,37.74651,-122.41032,House,Entire home/apt,6.0,3.5,3.0,3.0,Real Bed,5.0,10.0,100.0,10.0,9.0,10.0,10.0,8.0,9.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162
t,moderate,f,852.0,Russian Hill,37.79832,-122.41076,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163
f,flexible,t,2.0,Marina,37.80004,-122.44023,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,164
t,strict_14_with_grace_period,f,1.0,Castro/Upper Market,37.76087,-122.43783,Condominium,Entire home/apt,4.0,1.0,2.0,0.0,Real Bed,30.0,14.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165
t,moderate,f,852.0,Haight Ashbury,37.77355,-122.45329,Condominium,Entire home/apt,6.0,2.0,3.0,3.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,244.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,166
f,moderate,t,76.0,Western Addition,37.77716,-122.43428,Boutique hotel,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,18.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167
f,moderate,t,2.0,Bernal Heights,37.74741,-122.41262,House,Private room,2.0,1.0,1.0,1.0,Real Bed,5.0,16.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
f,strict_14_with_grace_period,t,1199.0,Western Addition,37.78445,-122.43487,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,169
f,strict_14_with_grace_period,f,1.0,Haight Ashbury,37.76284,-122.44624,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,65.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170
